liquidate_thresh,build_thresh,PnL,Max_Drawdown,total_trades,win_perc,avg_ret_per_trade,avg_profit_per_win_trade,avg_loss_per_loss_trade
0.1,0.35,31642.687076296854,2671.1477779886773,2158.0,52.27062094531975,14.662968988089366,165.20966707283156,-150.20758969112376
0.1,0.39999999999999997,27235.975419058537,2652.157140502324,1973.0,51.54586923466802,13.804346385736714,167.5036623220467,-149.70214347537976
0.1,0.44999999999999996,32127.27438037986,2652.157140502324,1817.0,52.17391304347826,17.681493880231073,170.73366005502794,-149.28450558318343
0.1,0.49999999999999994,31450.92162059152,2652.157140502324,1675.0,52.179104477611936,18.776669624233744,172.0351147661344,-148.44914941948795
0.1,0.5499999999999999,32882.73752183642,2652.157140502324,1511.0,53.209794837855725,21.762235289104183,171.20554515593668,-148.18461214078715
0.1,0.5999999999999999,28136.952641977936,2652.157140502324,1342.0,52.75707898658718,20.96643266913408,170.84666854580573,-146.4077108650668
0.1,0.6499999999999999,24455.46215067398,2652.157140502324,1196.0,53.2608695652174,20.447710828322723,169.46722310104138,-149.3652217615193
0.1,0.7,24636.857620843624,2652.157140502324,1055.0,54.502369668246445,23.35247167852476,169.34502117756642,-151.53443657553555
0.1,0.7499999999999999,23845.84270194195,2652.157140502324,938.0,55.223880597014926,25.422007144927452,167.8927761022003,-150.29194123570903
0.1,0.7999999999999998,23595.776405336117,2652.157140502324,790.0,55.56962025316455,29.868071399159643,170.4261466699905,-145.9296352786032
0.1,0.8499999999999999,24533.264338826928,2652.157140502324,681.0,56.38766519823789,36.02535145202192,176.147716449839,-145.1429588481859
0.1,0.8999999999999998,21351.91197030445,2165.991193328431,583.0,56.946826758147516,36.62420578096818,174.74753817003008,-146.072791642014
0.1,0.9499999999999998,14290.303330300347,2165.9911933284293,494.0,55.26315789473685,28.927739535020944,171.48008117865703,-147.16632955417657
0.1,0.9999999999999999,14659.191617682816,2165.9911933284293,403.0,57.32009925558312,36.37516530442386,175.22578647430703,-150.10444801094238
0.1,1.0499999999999998,12753.78492678975,2165.9911933284293,324.0,58.0246913580247,39.363533724659725,177.43912042562775,-151.5056596560902
0.1,1.0999999999999996,10526.411524343683,2165.9911933284293,276.0,57.608695652173914,38.13917218965103,180.13463414954134,-154.82901970455873
0.1,1.15,9007.570586850354,1851.8787473951998,229.0,58.07860262008734,39.334369374892376,178.95433658155525,-154.09746019267175
0.1,1.1999999999999997,7919.528310082435,1851.8787473951998,185.0,58.91891891891892,42.80826113558073,177.52390799150177,-150.40233764462178
0.1,1.2499999999999998,5820.30186650017,1851.8787473951998,149.0,59.73154362416108,39.06242863422933,167.29860029942125,-151.15455933580537
0.1,1.2999999999999998,5996.337305394777,1619.1633226384183,118.0,63.559322033898304,50.81641784232862,165.16763250850101,-148.63337518006512
0.1,1.3499999999999996,3352.041825466211,1357.1190089217416,90.0,63.33333333333333,37.244909171846786,155.05790258149634,-166.25026126300241
0.1,1.4,2480.081449737534,1357.1190089217416,70.0,62.857142857142854,35.42973499625049,146.99415560135864,-153.37159218162486
0.1,1.4499999999999997,2893.8941600166945,1357.1190089217416,53.0,64.15094339622641,54.60177660408858,167.2211734651135,-146.92767041037712
0.1,1.4999999999999996,1774.9040660653718,1357.1190089217416,45.0,60.0,39.44231257923048,168.70722793255402,-154.4550604507548
0.1,1.5499999999999998,797.2571899569411,1001.0571971897953,36.0,55.55555555555556,22.146033054359478,164.31531279090814,-155.56556661632635
0.1,1.5999999999999996,654.7915369637485,761.6573707071093,28.0,50.0,23.38541203441959,162.51140747901835,-115.74058341017917
0.1,1.65,744.5817087159085,631.4227036368029,23.0,52.17391304347826,32.37311777025689,158.88969143201848,-105.64496258802848
0.1,1.6999999999999997,1172.045682219934,620.8587030261533,17.0,64.70588235294117,68.94386365999611,168.64689758673146,-113.84503187235198
0.1,1.7499999999999996,827.5849364361729,620.8587030261533,12.0,58.333333333333336,68.96541136968108,210.95636675443686,-129.821926168977
0.1,1.7999999999999998,1276.7547036464493,553.4378876059054,7.0,85.71428571428571,182.3935290923499,222.00690823569252,-55.286745767705725
0.1,1.8499999999999996,1269.4599292346684,553.4378876059054,6.0,83.33333333333334,211.57665487244472,264.94933500047483,-55.286745767705725
0.1,1.8999999999999995,1269.4599292346684,553.4378876059054,6.0,83.33333333333334,211.57665487244472,264.94933500047483,-55.286745767705725
